name,id,description,image
Elliot Stabler (Law & Order: SVU),SVU4,"Masculine, Straight, Workaholic, Assertive, Demanding, Bold",https://openpsychometrics.org/tests/characters/test-resources/pics/SVU/4.jpg
James Doakes (Dexter),D4,"Motivated, Masculine, Demanding, Persistent, Dominant, Intense",https://openpsychometrics.org/tests/characters/test-resources/pics/D/4.jpg
Donald Cragen (Law & Order: SVU),SVU3,"Mature, Captain, Non-Gamer, Gendered, Straight, Masculine",https://openpsychometrics.org/tests/characters/test-resources/pics/SVU/3.jpg
Vince Masuka (Dexter),D8,"Sexual, Nerd, High-Tech, 🧠, Gamer, Bookish",https://openpsychometrics.org/tests/characters/test-resources/pics/D/8.jpg
Jane Margolis (Breaking Bad),BB10,"Goth, Side Character, Punk Rock, 🎨, Liberal, Rebellious",https://openpsychometrics.org/tests/characters/test-resources/pics/BB/10.jpg
Andrea (The Walking Dead),WD4,"Self-Destructive, Triggered, Dramatic, 💀, Stubborn, Rock",https://openpsychometrics.org/tests/characters/test-resources/pics/WD/4.jpg
Marie Schrader (Breaking Bad),BB5,"Opinionated, Demanding, Manicured, Anxious, Tense, Gossiping, Offended",https://openpsychometrics.org/tests/characters/test-resources/pics/BB/5.jpg
James Gordon (The Dark Knight),DK4,"Loyal, Heroic, Devoted, Diligent, Works Hard, Patriotic",https://openpsychometrics.org/tests/characters/test-resources/pics/DK/4.jpg
Horace Slughorn (Harry Potter),HP17,"Bookish, Old, Side Character, Vintage, 🧠, Intellectual",https://openpsychometrics.org/tests/characters/test-resources/pics/HP/17.jpg
"Violet Crawley, Dowager Countess of Grantham (Downton Abbey)",DA15,"Opinionated, Privileged, Rich, Master, Badass, Ivory-Tower",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/15.jpg
Dale Horvath (The Walking Dead),WD5,"Vintage, Old, Devoted, Gendered, Kind, Side Character",https://openpsychometrics.org/tests/characters/test-resources/pics/WD/5.jpg
John Bates (Downton Abbey),DA5,"Devoted, Diligent, Loyal, Self-Disciplined, Perceptive, Modest",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/5.jpg
John Munch (Law & Order: SVU),SVU2,"Intellectual, High Iq, Bookish, Vintage, Devoted, Never Cries",https://openpsychometrics.org/tests/characters/test-resources/pics/SVU/2.jpg
Harry Morgan (Dexter),D7,"Confidential, Straight, Dramatic, Self-Disciplined, Serious, Demanding",https://openpsychometrics.org/tests/characters/test-resources/pics/D/7.jpg
Morty Seinfeld (Seinfeld),SF5,"Side Character, Stingy, Low-Tech, Thrifty, Old, Frank",https://openpsychometrics.org/tests/characters/test-resources/pics/SF/5.jpg
Thomas Barrow (Downton Abbey),DA11,"Competitive, Queer, Arrogant, Suspicious, Stubborn, Intense",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/11.jpg
Charlie Carson (Downton Abbey),DA4,"Self-Disciplined, Diligent, Loyal, Orderly, Devoted, Scheduled",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/4.jpg
Cornelius Fudge (Harry Potter),HP22,"Money-Focused, Punchable, Conventional, Political, Stick-In-The-Mud, Corporate",https://openpsychometrics.org/tests/characters/test-resources/pics/HP/22.jpg
"Robert Crawley, 7th Earl of Grantham (Downton Abbey)",DA1,"Privileged, 🎩, Dog Person, Rich, English, Manicured",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/1.jpg
Lady Mary Crawley (Downton Abbey),DA6,"Rich, Main Character, Cultured, Manicured, Stylish, Highbrow",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/6.jpg
Rachel Dawes (The Dark Knight),DK6,"Diligent, Driven, Civilized, Valedictorian, Human, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/DK/6.jpg
Anna Bates (Downton Abbey),DA8,"Kind, Diligent, Loyal, Devoted, Competent, Love-Focused",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/8.jpg
Elsie Carson (Downton Abbey),DA9,"Competent, Diligent, Self-Disciplined, On-Time, Mature, Loyal",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/9.jpg
Lady Sybil Crawley (Downton Abbey),DA2,"Love-Focused, Beautiful, Feminist, Persistent, Open To New Experinces, Not Genocidal",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/2.jpg
"Cora Crawley, Countess of Grantham (Downton Abbey)",DA12,"Rich, Manicured, Civilized, 🎩, Stylish, Feminine",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/12.jpg
Lady Edith Crawley (Downton Abbey),DA3,"Rich, English, Washed, Manicured, Cultured, Civilized",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/3.jpg
Melinda Warner (Law & Order: SVU),SVU6,"Diligent, Competent, Valedictorian, Knowledgeable, High Iq, Coordinated, Feminist",https://openpsychometrics.org/tests/characters/test-resources/pics/SVU/6.jpg
C. J. Cregg (The West Wing),WW6,"Competent, Diligent, Devoted, Tall, Persistent, Fast-Talking",https://openpsychometrics.org/tests/characters/test-resources/pics/WW/6.jpg
Daenerys Targaryen (Game of Thrones),GOT3,"Main Character, Driven, Persistent, Motivated, Fire, Overachiever",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/3.jpg
Daisy Mason (Downton Abbey),DA13,"Boy/Girl-Next-Door, Young, Blue-Collar, Country-Bumpkin, Rustic, Emotional",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/13.jpg
Helen Seinfeld (Seinfeld),SF6,"Non-Gamer, Side Character, Straight, Low-Tech, Old, Basic",https://openpsychometrics.org/tests/characters/test-resources/pics/SF/6.jpg
Beryl Patmore (Downton Abbey),DA14,"Good-Cook, Blue-Collar, Diligent, Devoted, Works Hard, Master",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/14.jpg
Sarah O'Brien (Downton Abbey),DA7,"Side Character, Cynical, Guarded, Two-Faced, Judgemental, Secretive",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/7.jpg
Cersei Lannister (Game of Thrones),GOT27,"Vengeful, Competitive, Ferocious, Bossy, Stubborn, Suspicious",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/27.jpg
Joffrey Baratheon (Game of Thrones),GOT23,"Arrogant, Psychopath, Punchable, 😈, Selfish, Cruel, Entitled",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/23.jpg
Powder (Arcane),ARC2,"Traumatized, Emotional, Outlaw, Spontaneous, Creative, Punk Rock",https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/2.jpg
Josh Lyman (The West Wing),WW3,"Political, Cocky, Persistent, Opinionated, Driven, Not Genocidal",https://openpsychometrics.org/tests/characters/test-resources/pics/WW/3.jpg
Dolores Abernathy (Westworld),WSW1,"Motivated, Main Character, Persistent, Important, F***-The-Police, Badass",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/1.jpg
Olenna Tyrell (Game of Thrones),GOT25,"Rich, Badass, Intellectual, Confident, Knowledgeable, Pro",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/25.jpg
Ygritte (Game of Thrones),GOT26,"🧗, F***-The-Police, Bold, Wild, Badass, Ferocious",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/26.jpg
Caitlyn Kiramman (Arcane),ARC4,"Rich, Studious, Beautiful, Fresh, Diligent, Queer",https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/4.jpg
Robert Ford (Westworld),WSW9,"High Iq, 🧠, Motivated, Rich, Intellectual, Driven",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/9.jpg
The Operative (Firefly + Serenity),FS10,"Motivated, Diligent, Self-Disciplined, Driven, Coordinated, Strict, On-Time",https://openpsychometrics.org/tests/characters/test-resources/pics/FS/10.jpg
Leo McGarry (The West Wing),WW2,"Workaholic, Motivated, Loyal, Competent, Important, Diligent",https://openpsychometrics.org/tests/characters/test-resources/pics/WW/2.jpg
Sal Maroni (The Dark Knight),DK10,"Arrogant, Punchable, Poisonous, Rich, Narcissistic, Villainous",https://openpsychometrics.org/tests/characters/test-resources/pics/DK/10.jpg
Vi (Arcane),ARC1,"Queer, F***-The-Police, Motivated, 👩‍🎤, 🏋️‍♂️, Driven",https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/1.jpg
Jorah Mormont (Game of Thrones),GOT8,"Diligent, Love-Focused, Devoted, Persistent, Motivated, Workaholic",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/8.jpg
Petyr Baelish (Game of Thrones),GOT10,"Two-Faced, Suspicious, Selfish, Political, Perverted, Cunning",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/10.jpg
Vander (Arcane),ARC9,"🥾, 🏋️‍♂️, Egalitarian, Clean, Love-Focused, Scruffy",https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/9.jpg
Arya Stark (Game of Thrones),GOT5,"🤺, Adventurous, Independent, Resourceful, Feminist, Active, Rebellious, 🧗",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/5.jpg
Margaery Tyrell (Game of Thrones),GOT19,"Beautiful, Perceptive, Rich, Charming, Driven, Attractive, Rhythmic",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/19.jpg
Josiah Bartlet (The West Wing),WW1,"Valedictorian, Captain, High Iq, Knowledgeable, Driven, Charismatic",https://openpsychometrics.org/tests/characters/test-resources/pics/WW/1.jpg
Brienne of Tarth (Game of Thrones),GOT14,"Diligent, Loyal, Tall, 🤺, Badass, Devoted",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/14.jpg
Tyrion Lannister (Game of Thrones),GOT2,"Perceptive, Intellectual, High Iq, Short, 🧠, Funny",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/2.jpg
Jaime Lannister (Game of Thrones),GOT6,"Rich, Sporty, Privileged, Jock, Sexual, Cocky",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/6.jpg
Bernard Lowe (Westworld),WSW3,"Studious, Bookish, High-Tech, High Iq, Nerd, Serious",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/3.jpg
Tywin Lannister (Game of Thrones),GOT18,"Privileged, Hard, Political, Serious, Dominant, Rich, Bossy",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/18.jpg
Charlie Young (The West Wing),WW7,"Not Genocidal, Diligent, Loyal, Respectful, Loveable, Competent",https://openpsychometrics.org/tests/characters/test-resources/pics/WW/7.jpg
Toby Ziegler (The West Wing),WW4,"Frank, Intellectual, 🧠, Vintage, High Iq, Political",https://openpsychometrics.org/tests/characters/test-resources/pics/WW/4.jpg
Viktor (Arcane),ARC5,"🧠, High-Tech, Workaholic, Bookish, High Iq, 👩‍🔬",https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/5.jpg
Samwell Tarly (Game of Thrones),GOT7,"Kind, Bookish, Loyal, 😇, Nerd, Devoted",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/7.jpg
Maeve Millay (Westworld),WSW2,"F***-The-Police, Perceptive, Persistent, Badass, 🤺, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/2.jpg
Donna Moss (The West Wing),WW8,"Loyal, Devoted, Motivated, Persistent, Kind, Not Genocidal",https://openpsychometrics.org/tests/characters/test-resources/pics/WW/8.jpg
Brandon Stark (Game of Thrones),GOT13,"Intellectual, 🧠, Asexual, Reserved, Serious, Quiet",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/13.jpg
Abbey Bartlet (The West Wing),WW9,"Valedictorian, Persistent, Knowledgeable, High Iq, Devoted, Competent",https://openpsychometrics.org/tests/characters/test-resources/pics/WW/9.jpg
Ekko (Arcane),ARC10,"Street-Smart, F***-The-Police, Oppressed, 😎, Driven, High-Tech",https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/10.jpg
Jayce Talis (Arcane),ARC3,"Privileged, Driven, High-Tech, Sheltered, Gendered, Scientific, City-Slicker",https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/3.jpg
Piper Chapman (Orange is the New Black),ONB1,"Privileged, Sexual, Flower Child, Demanding, Tense, Opinionated",https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/1.jpg
Jon Snow (Game of Thrones),GOT1,"Main Character, Winter, Persistent, Dramatic, Diligent, Devoted",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/1.jpg
Eddard Stark (Game of Thrones),GOT12,"Loyal, Honorable, One-Faced, Heroic, Genuine, Masculine, Patriotic",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/12.jpg
Man in Black (Westworld),WSW8,"Motivated, Stubborn, Competitive, Secretive, Goth, Masculine, Dominant, Gloomy",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/8.jpg
Charlotte Hale (Westworld),WSW11,"Driven, Persistent, Bossy, Work-First, Overachiever, Rich",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/11.jpg
Sansa Stark (Game of Thrones),GOT4,"Beautiful, Manicured, 🐩, Serious, Tense, Persistent",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/4.jpg
Theon Greyjoy (Game of Thrones),GOT9,"Traumatized, Haunted, Sad, Desperate, Miserable, Unlucky",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/9.jpg
Sandor Clegane (Game of Thrones),GOT15,"F***-The-Police, Masculine, Scruffy, Rugged, Tall, Guarded",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/15.jpg
Varys (Game of Thrones),GOT16,"Intellectual, Perceptive, Secretive, Bookish, Alert, 🧠",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/16.jpg
Catelyn Stark (Game of Thrones),GOT17,"Family-First, Love-Focused, Clean, Devoted, Straight, Loyal",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/17.jpg
Sam Seaborn (The West Wing),WW5,"Political, Valedictorian, Attractive, Beautiful, High Iq, Healthy, Motivated, Washed",https://openpsychometrics.org/tests/characters/test-resources/pics/WW/5.jpg
Alex Vause (Orange is the New Black),ONB2,"Queer, Perceptive, Tall, Dominant, Atheist, Fire, Punk Rock",https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/2.jpg
Joey Quinn (Dexter),D10,"Sexual, Jock, Gendered, Arrogant, Straight, Masculine",https://openpsychometrics.org/tests/characters/test-resources/pics/D/10.jpg
Roger Sterling (Mad Men),MM11,"Sexual, Privileged, Rich, Extravagant, Lustful, Cocky",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/11.jpg
Robb Stark (Game of Thrones),GOT20,"Love-Focused, Dog Person, Heroic, Beautiful, Active, Soulful",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/20.jpg
Bronn (Game of Thrones),GOT21,"Money-Focused, Street-Smart, Masculine, Rugged, Bold, Sporty",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/21.jpg
Teddy Flood (Westworld),WSW4,"Loyal, Devoted, Rural, Chivalrous, Genuine, 🥾, Love-Focused",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/4.jpg
Nicky Nichols (Orange is the New Black),ONB7,"Queer, F***-The-Police, Flirtatious, Sexual, Punk Rock, Fire",https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/7.jpg
Davos Seaworth (Game of Thrones),GOT11,"Loyal, Diligent, Reasonable, Devoted, Modest, Reliable",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/11.jpg
Crazy Eyes (Orange is the New Black),ONB5,"Weird, Imaginative, Abstract, Extreme, Expressive, Oppressed",https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/5.jpg
Melisandre (Game of Thrones),GOT24,"Spiritual, 🧙, Bold, Work-First, Extreme, Intense, 🎨",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/24.jpg
Cecil B. Heimerdinger (Arcane),ARC8,"Bookish, Short, Old, Scientific, Intellectual, Orderly",https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/8.jpg
Sam Healy (Orange is the New Black),ONB3,"Weakass, Miserable, Basic, Privileged, Old, Gendered",https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/3.jpg
Red Reznikov (Orange is the New Black),ONB4,"Russian, Dominant, Badass, Fire, Queen, Bold",https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/4.jpg
Lumiere (Beauty and the Beast),BATB5,"French, 🌟, Romantic, Charismatic, Fire, Warm, Musical",https://openpsychometrics.org/tests/characters/test-resources/pics/BATB/5.jpg
Clementine Pennyfeather (Westworld),WSW13,"Feminine, Oppressed, First-Mate, Intimate, Beautiful, Traumatized",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/13.jpg
Asha Greyjoy (Game of Thrones),GOT30,"Dominant, Persistent, Never Cries, Assertive, Badass, Bossy",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/30.jpg
Lorna Morello (Orange is the New Black),ONB9,"Emotional, Romantic, Emotional, Italian, Fantastical, Chatty",https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/9.jpg
Pennsatucky Doggett (Orange is the New Black),ONB8,"Opinionated, Poor, Country-Bumpkin, Scruffy, Rugged, Drop Out",https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/8.jpg
Felix Lutz (Westworld),WSW15,"Nerd, Submissive, Side Character, Technophile, Human, Bookish",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/15.jpg
Beast (Beauty and the Beast),BATB6,"Masculine, Tall, Reclusive, Rich, Secretive, Guarded",https://openpsychometrics.org/tests/characters/test-resources/pics/BATB/6.jpg
Gaston (Beauty and the Beast),BATB2,"💪, Punchable, Competitive, Arrogant, Cocky, Loud",https://openpsychometrics.org/tests/characters/test-resources/pics/BATB/2.jpg
Stannis Baratheon (Game of Thrones),GOT22,"Serious, Gloomy, Tense, Side Character, Distant, Humorless",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/22.jpg
Rebecca Bunch (Craze Ex-Girlfriend),CXG1,"Dramatic, Main Character, Impulsive, Overachiever, Love-Focused, Expressive",https://openpsychometrics.org/tests/characters/test-resources/pics/CXG/1.jpg
Oberyn Martell (Game of Thrones),GOT29,"Sexual, Bold, Rich, Confident, Playful, Open To New Experinces",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/29.jpg
Shae (Game of Thrones),GOT28,"Feminine, Summer, Lustful, Side Character, Backdoor, Sexual",https://openpsychometrics.org/tests/characters/test-resources/pics/GOT/28.jpg
Ciri (The Witcher),TWCH2,"Important, Beautiful, Persistent, Treasure, Motivated, Active",https://openpsychometrics.org/tests/characters/test-resources/pics/TWCH/2.jpg
Jaskier (The Witcher),TWCH9,"Chatty, Liberal, Loud, Expressive, Spontaneous, Social",https://openpsychometrics.org/tests/characters/test-resources/pics/TWCH/9.jpg
Belle (Beauty and the Beast),BATB1,"Bookish, Kind, Beautiful, Soulful, 🎨, Main Character",https://openpsychometrics.org/tests/characters/test-resources/pics/BATB/1.jpg
William Mason (Downton Abbey),DA10,"Young, Boy/Girl-Next-Door, Kind, Apprentice, Clean, Genuine",https://openpsychometrics.org/tests/characters/test-resources/pics/DA/10.jpg
Taystee Jefferson (Orange is the New Black),ONB6,"Oppressed, Badass, Devoted, Bold, Feminist, Funny",https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/6.jpg
Elsie Hughes (Westworld),WSW7,"Persistent, High-Tech, Not Genocidal, Technophile, Diligent, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/7.jpg
Peggy Olson (Mad Men),MM2,"Driven, Diligent, Competent, Workaholic, Work-First, Important",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/2.jpg
Betty Draper (Mad Men),MM4,"Manicured, Gendered, Feminine, Stylish, Chic, Dramatic",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/4.jpg
Don Draper (Mad Men),MM1,"Main Character, Secretive, Charming, Charismatic, Sexual, Lustful",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/1.jpg
Joan Holloway (Mad Men),MM5,"Stylish, Pro, Manicured, Competent, Beautiful, Charming",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/5.jpg
Thomas Matthews (Dexter),D9,"Earth, Never Cries, Masculine, Realistic, 🐴, Businesslike, Unemotional",https://openpsychometrics.org/tests/characters/test-resources/pics/D/9.jpg
Joey Lucas (The West Wing),WW10,"Knowledgeable, Go-Getter, Competent, Valedictorian, High Iq, Resourceful",https://openpsychometrics.org/tests/characters/test-resources/pics/WW/10.jpg
Silco (Arcane),ARC6,"🦇, Motivated, Goth, Haunted, Reclusive, Rebellious",https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/6.jpg
Ashley Stubbs (Westworld),WSW5,"Doer, Masculine, Practical, Diligent, Self-Disciplined, Sporty",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/5.jpg
Bertram Gilfoyle (Silicon Valley),SV4,"Never Cries, High Iq, Technophile, High-Tech, F***-The-Police, Goth",https://openpsychometrics.org/tests/characters/test-resources/pics/SV/4.jpg
Josh Chan (Craze Ex-Girlfriend),CXG3,"Summer, Sporty, Physical, 💪, Goof-Off, Flower Child",https://openpsychometrics.org/tests/characters/test-resources/pics/CXG/3.jpg
Mel Medarda (Arcane),ARC7,"Manicured, Rich, Stylish, Cat Person, 🧠, Charming",https://openpsychometrics.org/tests/characters/test-resources/pics/ARC/7.jpg
Geralt of Rivia (The Witcher),TWCH1,"Main Character, Stoic, Competent, Persistent, Badass, Guarded",https://openpsychometrics.org/tests/characters/test-resources/pics/TWCH/1.jpg
Flaca Gonzales (Orange is the New Black),ONB10,"💃, F***-The-Police, Flirtatious, Young, Gossiping, Spicy",https://openpsychometrics.org/tests/characters/test-resources/pics/ONB/10.jpg
Logan Delos (Westworld),WSW14,"Entitled, Arrogant, 💃, Indulgent, Sexist, Lustful, Vain",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/14.jpg
Triss (The Witcher),TWCH8,"Perceptive, Beautiful, Egalitarian, Love-Focused, Feminine, 🧠",https://openpsychometrics.org/tests/characters/test-resources/pics/TWCH/8.jpg
Anthony Garcia (The Dark Knight),DK8,"Side Character, Political, Serious, Non-Gamer, City-Slicker, Money-Focused",https://openpsychometrics.org/tests/characters/test-resources/pics/DK/8.jpg
Harry Crane (Mad Men),MM9,"Side Character, Hypochondriac, Bookish, First-Mate, Nerd, Pensive",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/9.jpg
Jared Dunn (Silicon Valley),SV8,"Diligent, On-Time, Loyal, Giving, Accommodating, Workaholic",https://openpsychometrics.org/tests/characters/test-resources/pics/SV/8.jpg
Pete Campbell (Mad Men),MM3,"Preppy, Entitled, Arrogant, Punchable, 🤑, Competitive, Two-Faced",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/3.jpg
Lau (The Dark Knight),DK9,"Privileged, Rich, Manicured, City-Slicker, Intellectual, Work-First",https://openpsychometrics.org/tests/characters/test-resources/pics/DK/9.jpg
Lee Sizemore (Westworld),WSW6,"Urban, Chatty, Arrogant, Side Character, Fast-Talking, Privileged",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/6.jpg
Roy Kent (Ted Lasso),TL5,"Frank, Intense, Badass, Private, Stubborn, Literal",https://openpsychometrics.org/tests/characters/test-resources/pics/TL/5.jpg
Dinesh Chugtai (Silicon Valley),SV5,"Nerd, Technophile, High-Tech, Bookish, 🧠, Mathematical",https://openpsychometrics.org/tests/characters/test-resources/pics/SV/5.jpg
Gavin Belson (Silicon Valley),SV9,"Competitive, Privileged, Arrogant, Interrupting, Bossy, Work-First",https://openpsychometrics.org/tests/characters/test-resources/pics/SV/9.jpg
Maurice (Beauty and the Beast),BATB3,"🎨, Short, Nerd, Bookish, 👨‍🔧, Kind",https://openpsychometrics.org/tests/characters/test-resources/pics/BATB/3.jpg
Nathan Shelley (Ted Lasso),TL7,"Insecure, Hurried, 💩, Short, Awkward, Jealous",https://openpsychometrics.org/tests/characters/test-resources/pics/TL/7.jpg
Sam Obisanya (Ted Lasso),TL10,"Kind, 🙋‍♂️, Treasure, Angelic, Romantic, Generous",https://openpsychometrics.org/tests/characters/test-resources/pics/TL/10.jpg
Bert Cooper (Mad Men),MM12,"Rich, Privileged, Old, Master, 🎩, Ivory-Tower",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/12.jpg
Cogsworth (Beauty and the Beast),BATB4,"Wooden, Short, On-Time, Vintage, Scheduled, Bookish",https://openpsychometrics.org/tests/characters/test-resources/pics/BATB/4.jpg
Istredd (The Witcher),TWCH10,"Scholarly, Valedictorian, 👩‍🔬, Interested, Historical, Love-Focused",https://openpsychometrics.org/tests/characters/test-resources/pics/TWCH/10.jpg
Jian-Yang (Silicon Valley),SV10,"F***-The-Police, Receiving, Freelance, Backdoor, Trolling, Money-Focused",https://openpsychometrics.org/tests/characters/test-resources/pics/SV/10.jpg
Paula Proctor (Craze Ex-Girlfriend),CXG2,"Involved, Persistent, Competent, Diligent, Loyal, Driven",https://openpsychometrics.org/tests/characters/test-resources/pics/CXG/2.jpg
Richard Hendricks (Silicon Valley),SV1,"Nerd, Bookish, Technophile, Intellectual, Anxious, Tense",https://openpsychometrics.org/tests/characters/test-resources/pics/SV/1.jpg
Yennefer (The Witcher),TWCH3,"🧙, Persistent, Important, Badass, Purple, F***-The-Police, Complicated",https://openpsychometrics.org/tests/characters/test-resources/pics/TWCH/3.jpg
Lane Pryce (Mad Men),MM14,"Nerd, Bookish, Valedictorian, Tailor, Intellectual, Formal",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/14.jpg
Tissaia (The Witcher),TWCH6,"Coordinated, Secretive, Master, Manicured, 🧙, Studious",https://openpsychometrics.org/tests/characters/test-resources/pics/TWCH/6.jpg
Nelson Bighetti (Silicon Valley),SV3,"Leisurely, Passive, Neutral, Lenient, Slugabed, Submissive",https://openpsychometrics.org/tests/characters/test-resources/pics/SV/3.jpg
Bob Belcher (Bob's Burgers),BOBB1,"Slovenly, Devoted, Loyal, Cheesy, Scruffy, 🛌",https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/1.jpg
Rebecca Welton (Ted Lasso),TL2,"Badass, Captain, Motivated, City-Slicker, Stylish, Eloquent",https://openpsychometrics.org/tests/characters/test-resources/pics/TL/2.jpg
Erlich Bachman (Silicon Valley),SV2,"Cocky, Loud, Arrogant, Exaggerating, Exuberant, Bold",https://openpsychometrics.org/tests/characters/test-resources/pics/SV/2.jpg
Salvatore Romano (Mad Men),MM6,"Italian, Manicured, Queer, 🦄, Stylish, 🎩",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/6.jpg
Akecheta (Westworld),WSW12,"Pro, F***-The-Police, Giving, 🤺, Oppressed, Motivated",https://openpsychometrics.org/tests/characters/test-resources/pics/WSW/12.jpg
Liz Lemon (30 Rock),R301,"Nerd, Bookish, Main Character, Opinionated, Work-First, Tense",https://openpsychometrics.org/tests/characters/test-resources/pics/R30/1.jpg
Monica Hall (Silicon Valley),SV7,"Manicured, Beautiful, Go-Getter, Urban, Driven, Diligent",https://openpsychometrics.org/tests/characters/test-resources/pics/SV/7.jpg
Ken Cosgrove (Mad Men),MM8,"Side Character, Privileged, Manicured, Reasonable, Swedish, Boy/Girl-Next-Door",https://openpsychometrics.org/tests/characters/test-resources/pics/MM/8.jpg
Louise Belcher (Bob's Burgers),BOBB5,"Adventurous, Mischievous, Rebellious, Chaotic, Badass, Loud",https://openpsychometrics.org/tests/characters/test-resources/pics/BOBB/5.jpg
Jamie Tartt (Ted Lasso),TL4,"Jock, Overspender, English, Sporty, 👟, Flamboyant",https://openpsychometrics.org/tests/characters/test-resources/pics/TL/4.jpg
Jack Donaghy (30 Rock),R305,"Rich, Gendered, Privileged, Driven, Dominant, Cocky, Corporate",https://openpsychometrics.org/tests/characters/test-resources/pics/R30/5.jpg
